X,Y,oid_,name,field1,nama,alamat,jumlah_ped,jenis_bang,kondisi_la,ketersedia,ketersed_1,ketersed_2,drainase,kabupaten_,provinsi,nama_desa,objectid,icon_url
113.478533599947,-6.89639969958569,0,Pasar Tamberu,452,Pasar Tamberu,DESA TAMBERU KECAMATAN BATUMARMAR,18,Tidak Permanen,Tanah,Kurang,Kurang,Tidak Ada,Tidak Ada,PAMEKASAN,JAWA TIMUR,TAMBERU,340,./0.png
102.105272800001,-1.31049340024941,0,Pasar Sarinah,453,Pasar Sarinah,DESA WIROTO AGUNG,12,Permanen,Permanen,Cukup,Cukup,Cukup,"Ada, Tidak Lancar",TEBO,JAMBI,,341,./0.png
105.439025400203,-5.12722739992375,0,Sekampung,456,Sekampung,Desa Sumber Gede,23,,,,,,,LAMPUNG TIMUR,LAMPUNG,,342,./0.png
111.859930700343,-7.57146809977218,0,Bagor,458,Bagor,Bagor,0,,,,,,,NGANJUK,JAWA TIMUR,,343,./0.png
103.935784400331,-5.18186860035479,0,Tpi Kuala Stabas,459,Tpi Kuala Stabas,,0,,,,,,,PESISIR BARAT,LAMPUNG,,344,./0.png
110.038711499737,-7.66328430042932,0,Pasar Maron,460,Pasar Maron,"Maron, Loano",2,,,,,,,PURWOREJO,JAWA TENGAH,,345,./0.png
112.497023299886,-7.49948530020566,0,Pasar Sawahan,461,Pasar Sawahan,,0,,,,,,,MOJOKERTO,JAWA TIMUR,,346,./0.png
113.185846399992,-7.77238999979784,0,Kademangan,463,Kademangan,Kademangan,0,,,,,,,KOTA PROBOLINGGO,JAWA TIMUR,,347,./0.png
111.536776799611,-7.62338669983552,0,Pasar Ikan Kota Madiun,464,Pasar Ikan Kota Madiun,,0,,,,,,,KOTA MADIUN,JAWA TIMUR,,348,./0.png
109.696666700009,-7.7643529996904,0,Pasar Waluyo,465,Pasar Waluyo,Ds. Waluyo Kec. Buluspesantren,3,,,,,,,KEBUMEN,JAWA TENGAH,,349,./0.png
128.099471500311,-3.70110440044692,0,Pasar Tawiri Kota Ambon,466,Pasar Tawiri Kota Ambon,,0,,,,,,,KOTA AMBON,MALUKU,,350,./0.png
100.546896600299,-0.134953699652669,0,Pasar Danguang Danguang,469,Pasar Danguang Danguang,NAGARI GUGUAK VIII KOTO,9,Permanen,Tanah,Tidak Ada,Cukup,Tidak Ada,Tidak Ada,LIMA PULUH KOTA,SUMATERA BARAT,GUGUAK VIII KOTO,351,./0.png
95.2890110996835,5.52648859996975,0,Pasarr. Peukan Bada,470,Pasarr. Peukan Bada,Peukan Bada,0,,,,,,,ACEH BESAR,ACEH,,352,./0.png
95.3390102002616,5.39936980017694,0,Desa Lambirah,471,Desa Lambirah,,0,,,,,,,ACEH BESAR,ACEH,,353,./0.png
109.885677200044,-7.41455559966039,0,Selomerto,472,Selomerto,Selomerto,0,,,,,,,WONOSOBO,JAWA TENGAH,,354,./0.png
111.612882200254,-7.84704700001822,0,Pasar Kesugihan,473,Pasar Kesugihan,Pulung,0,,,,,,,PONOROGO,JAWA TIMUR,,355,./0.png
119.486281400267,-3.76188419959533,0,Pasar Pantai Mattirotasi (Wisata Pantai ) Desa Mattirotasi,474,Pasar Pantai Mattirotasi (Wisata Pantai ) Desa Mattirotasi,,0,,,,,,,PINRANG,SULAWESI SELATAN,,356,./0.png
97.4489530997068,5.08969460012651,0,Kec. Tanah Jambo Aye,476,Kec. Tanah Jambo Aye,,0,,,,,,,ACEH UTARA,ACEH,,357,./0.png
97.146831999798,5.16991780036705,0,Tpi Pusong,478,Tpi Pusong,,0,,,,,,,KOTA LHOKSEUMAWE,ACEH,,358,./0.png
116.121409599774,-8.69108279973062,0,Pasar Umum Gerung,479,Pasar Umum Gerung,,0,,,,,,,LOMBOK BARAT,NUSA TENGGARA BARAT,,359,./0.png
110.512315199688,-7.70485299966538,0,Wanutunggal,480,Wanutunggal,Nangsri,0,,,,,,,KLATEN,JAWA TENGAH,,360,./0.png
110.432370600424,-7.78306660004273,0,Sambilegi,481,Sambilegi,"KarangPloso,Maguwoharjo, Depok",5,,,,,,,SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,,361,./0.png
120.097190299594,-4.44825639981218,0,Pasar Tobenteng,482,Pasar Tobenteng,"Liliriattang, Desa Amali",0,,,,,,,BONE,SULAWESI SELATAN,,362,./0.png
103.626126399815,-1.58524039972383,0,Pasar Kasang,485,Pasar Kasang,Jl. Dr. Setia Budi,40,,,,,,,KOTA JAMBI,JAMBI,,363,./0.png
113.224556999807,-8.20399820025591,0,Kedungmoro,486,Kedungmoro,,0,,,,,,,LUMAJANG,JAWA TIMUR,,364,./0.png
99.8336998996317,-0.264430000243522,0,Pasar Muaro Putuih Tiku / Agam/ Sumbar,487,Pasar Muaro Putuih Tiku / Agam/ Sumbar,,0,,,,,,,AGAM,SUMATERA BARAT,,365,./0.png
125.223089200407,1.41899769978482,0,Kel.Papusungan,489,Kel.Papusungan,,0,,,,,,,KOTA BITUNG,SULAWESI UTARA,,366,./0.png
119.622123200327,-4.00737889961573,0,Pasar Senggol Kota Parepare Sulawesi Selatan,490,Pasar Senggol Kota Parepare Sulawesi Selatan,,0,,,,,,,KOTA PARE PARE,SULAWESI SELATAN,,367,./0.png
109.295932999709,-7.51079609965944,0,Pasar Ds. Sudagaran,491,Pasar Ds. Sudagaran,Kec. Banyumas Ds. Sudagaran,1,,,,,,,BANYUMAS,JAWA TENGAH,,368,./0.png
124.108679299811,0.466659100138202,0,Pinolosian(Kab.Bolaang Mongondow Selatan)Sulawesi Utara,493,Pinolosian(Kab.Bolaang Mongondow Selatan)Sulawesi Utara,,0,,,,,,,BOLAANG MONGONDOW SELATAN,SULAWESI UTARA,,369,./0.png
116.075755800291,-8.57277480011612,0,Sekitar Lingkungan Melayu Tengah,494,Sekitar Lingkungan Melayu Tengah,,0,,,,,,,KOTA MATARAM,NUSA TENGGARA BARAT,,370,./0.png
111.046204800112,-6.8739215002762,0,"Pasar Tambakromo (Kec. Tambakromo Kab.Pati, Jawa Tengah)",495,"Pasar Tambakromo (Kec. Tambakromo Kab.Pati, Jawa Tengah)",,0,,,,,,,PATI,JAWA TENGAH,,371,./0.png
115.224234900022,-8.71059270029207,0,Suwung Batan Kendal,496,Suwung Batan Kendal,Mertasari Suwung,5,,,,,,,KOTA DENPASAR,BALI,,372,./0.png
108.541003100314,-6.68841099976703,0,"Kuningan, Cirebon",497,"Kuningan, Cirebon",,0,,,,,,,KUNINGAN,JAWA BARAT,,373,./0.png
120.135471900309,-5.32787219994128,0,Pasar Rakyat Tanete Kel. Tanete Kec. Bulukumpa Kab. Bulukumba,498,Pasar Rakyat Tanete Kel. Tanete Kec. Bulukumpa Kab. Bulukumba,,0,,,,,,,BULUKUMBA,SULAWESI SELATAN,,374,./0.png
109.830100999662,-1.08023299985223,0,Pulau Kumbang,499,Pulau Kumbang,,0,,,,,,,KAYONG UTARA,KALIMANTAN BARAT,,375,./0.png
101.627154399957,-0.339485099756757,0,Pasar Baru Pangean,500,Pasar Baru Pangean,,0,,,,,,,KUANTAN SINGINGI,RIAU,,376,./0.png
109.232137399622,-7.39706630036864,0,Pasar Cermai,503,Pasar Cermai,Kec. Baturaden Ds. Purwosari,1,,,,,,,BANYUMAS,JAWA TENGAH,,377,./0.png
109.830605100246,-7.47228240011185,0,Kaliwiro,504,Kaliwiro,Kaliwiro,0,,,,,,,WONOSOBO,JAWA TENGAH,,378,./0.png
112.908859100268,0.836436300096011,0,Kedamin Hilir,509,Kedamin Hilir,Kedamin Hilir,0,,,,,,,KAPUAS HULU,KALIMANTAN BARAT,,379,./0.png
105.268361999807,-5.45098300016451,0,"Pasar Tpi Ujung Bom, Telukbetung",510,"Pasar Tpi Ujung Bom, Telukbetung",,0,,,,,,,KOTA BANDAR LAMPUNG,LAMPUNG,,380,./0.png
113.429983999663,-1.86028250003653,0,"Pasar Kecamatan Katingan Hilir, Kelurahan Kasongan Lama ()Kab. Katingan-Kalteng",511,"Pasar Kecamatan Katingan Hilir, Kelurahan Kasongan Lama ()Kab. Katingan-Kalteng",,0,,,,,,,KATINGAN,KALIMANTAN TENGAH,,381,./0.png
106.873090300078,-6.15807240032024,0,Pasar Sunter Kirana,512,Pasar Sunter Kirana,"Jl. Sunter Hijau Raya, Jakarta Utara",20,,,,,,,KOTA ADM. JAKARTA UTARA,DKI JAKARTA,,382,./0.png
102.444652500214,-1.67583700007668,0,Pasar Maju Jaya,513,Pasar Maju Jaya,Pelepat Ilir,2,,,,,,,BUNGO,JAMBI,,383,./0.png
103.251891499694,-4.02175770025684,0,Pasar Kambing,514,Pasar Kambing,,0,,,,,,,KOTA PAGAR ALAM,SUMATERA SELATAN,,384,./0.png
111.73603809968,-2.5789210002032,0,Pasar Niaga Iv Sumber Agung Kotawaringin Barat Kalimantan Tengah,515,Pasar Niaga Iv Sumber Agung Kotawaringin Barat Kalimantan Tengah,,0,,,,,,,KOTAWARINGIN BARAT,KALIMANTAN TENGAH,,385,./0.png
118.8778963997,-2.68683790014813,0,Tpi Mamuju Dan Pasar Mamuju (Kab. Mamuu-Sulawesi Barat),516,Tpi Mamuju Dan Pasar Mamuju (Kab. Mamuu-Sulawesi Barat),,0,,,,,,,MAMUJU,SULAWESI BARAT,,386,./0.png
114.830048400015,-3.44357980036671,0,Bauntung Banjar Baru,518,Bauntung Banjar Baru,jl. Lanan Banjar baru,48,,,,,,,KOTA BANJARBARU,KALIMANTAN SELATAN,,387,./0.png
111.129499599728,-7.66515790031605,0,Tawangmangu,520,Tawangmangu,Tawangmangu,0,,,,,,,KARANGANYAR,JAWA TENGAH,,388,./0.png
122.292325300174,-5.300187300103,0,"Pasar Mawasangka (Kab. Buton Tengah, Prov. Sulawesi Tenggara)",521,"Pasar Mawasangka (Kab. Buton Tengah, Prov. Sulawesi Tenggara)",,0,,,,,,,BUTON TENGAH,SULAWESI TENGGARA,,389,./0.png
103.550465599709,0.416005999977756,0,Pasar Parit 10,522,Pasar Parit 10,,0,,,,,,,INDRAGIRI HILIR,RIAU,,390,./0.png
121.796077100079,-5.26439300023594,0,Pasar Sikeli Kec.Kabaena Barat,523,Pasar Sikeli Kec.Kabaena Barat,,0,,,,,,,BOMBANA,SULAWESI TENGGARA,,391,./0.png
127.377264599982,0.767848899907619,0,Pelabuhan Perikanan Nusantara,37,Pelabuhan Perikanan Nusantara,Jln Pasar Inpres Bastiong  Ternate Selatan,80,Permanen,Permanen,Cukup,Cukup,Cukup,"Ada, Lancar",KOTA TERNATE,MALUKU UTARA,,392,./0.png
106.475926199635,-6.85610820043229,0,Cicadas,525,Cicadas,Cicadas,4,,,,,,,SUKABUMI,JAWA BARAT,,393,./0.png
111.382873799787,-6.80775639973723,0,Sulang,526,Sulang,Ds. Sulang,7,,,,,,,REMBANG,JAWA TENGAH,,394,./0.png
110.676487700048,-6.91321590039269,0,Wonosalam,528,Wonosalam,Wonosalam,0,,,,,,,DEMAK,JAWA TENGAH,,395,./0.png
100.206744100061,-0.684788500288221,0,Pasar Kampung Gelapung,530,Pasar Kampung Gelapung,Jl. Gelapung Gelapung Nan Sabaris,0,,,,,,,PADANG PARIAMAN,SUMATERA BARAT,,396,./0.png
110.888510799935,-7.07697749961113,0,Pasar Umum Nglejok,532,Pasar Umum Nglejok,Jl A Yani Kuripan,0,,,,,,,GROBOGAN,JAWA TENGAH,,397,./0.png
111.770409199926,-6.79979050003072,0,Pugoh,534,Pugoh,Pugoh,0,,,,,,,TUBAN,JAWA TIMUR,,398,./0.png
110.816329000184,-7.57237300031289,0,Kembang,535,Kembang,Jl. Dr Radjiman Laweyan,3,,,,,,,KOTA SURAKARTA,JAWA TENGAH,,399,./0.png
109.1090132004,-6.84172489958365,0,Tpi Muarareja Kota Tegal,536,Tpi Muarareja Kota Tegal,,0,,,,,,,KOTA TEGAL,JAWA TENGAH,,400,./0.png
114.849511499857,-3.40914359999636,0,Pasar Sukaramai Martapura Kab. Banjar,538,Pasar Sukaramai Martapura Kab. Banjar,,0,,,,,,,BANJAR,KALIMANTAN SELATAN,,401,./0.png
109.633054200092,-6.868142199602,0,Pasar Api-Api,539,Pasar Api-Api,,0,,,,,,,PEKALONGAN,JAWA TENGAH,,402,./0.png
104.079806000248,-5.32689500020331,0,Way Jambu Pesisir Selatan,540,Way Jambu Pesisir Selatan,,0,,,,,,,PESISIR BARAT,LAMPUNG,,403,./0.png
110.873243999712,-7.56628429957993,0,Pasar Palur,541,Pasar Palur,JALAN RAYA SOLO SRAGEN,4,Permanen,Permanen,Cukup,Cukup,Cukup,"Ada, Lancar",KARANGANYAR,JAWA TENGAH,,404,./0.png
110.893757100311,-7.62561219994228,0,Glondongan,542,Glondongan,Glondongan,0,,,,,,,SUKOHARJO,JAWA TENGAH,,405,./0.png
115.03928080017,-8.15444580013275,0,Celukbuluh (Pedagang Keliling Di Desa Celukbuluh),543,Celukbuluh (Pedagang Keliling Di Desa Celukbuluh),,0,,,,,,,BULELENG,BALI,,406,./0.png
102.407404000195,-2.12317739991624,0,Pasar Pinang Merah,544,Pasar Pinang Merah,Pasar Pinag Merah,8,,,,,,,MERANGIN,JAMBI,,407,./0.png
102.318532400251,-3.88977599996161,0,Pasar Pagi Tpi P. Baai Kota Bengkulu,546,Pasar Pagi Tpi P. Baai Kota Bengkulu,,0,,,,,,,KOTA BENGKULU,BENGKULU,,408,./0.png
115.088681400128,-3.15901710005829,0,Pasar Simpang Jambu,547,Pasar Simpang Jambu,kec. Tapin selatan,0,,,,,,,TAPIN,KALIMANTAN SELATAN,,409,./0.png
109.00757419989,-7.2571343998319,0,Pasar Kalierang Bumiayu Brebes,548,Pasar Kalierang Bumiayu Brebes,,0,,,,,,,BREBES,JAWA TENGAH,,410,./0.png
122.733457500065,-4.81807299996814,0,Laino Raha,549,Laino Raha,,0,,,,,,,MUNA,SULAWESI TENGGARA,,411,./0.png
95.3232928001236,5.89412360042468,0,Jurong Soetedjoe. Gampong Kuta Ateuh. Kecamatan Sukakarya,551,Jurong Soetedjoe. Gampong Kuta Ateuh. Kecamatan Sukakarya,,0,,,,,,,KOTA SABANG,ACEH,,412,./0.png
106.801614399786,-6.5728824997268,0,Tanah Sareal,552,Tanah Sareal,,0,,,,,,,KOTA BOGOR,JAWA BARAT,,413,./0.png
104.735316799831,-2.95352509990261,0,Pasar Pal 5,553,Pasar Pal 5,,0,,,,,,,KOTA PALEMBANG,SUMATERA SELATAN,,414,./0.png
124.725040400195,1.0264322997117,0,Molompar,554,Molompar,Tombatu II,20,,,,,,,MINAHASA TENGGARA,SULAWESI UTARA,,415,./0.png
104.728760699847,-5.23797439979791,0,Air Naningan,555,Air Naningan,Air Naningan,0,,,,,,,TANGGAMUS,LAMPUNG,,416,./0.png
120.29741989971,-2.36464160022888,0,Masamba,556,Masamba,,0,,,,,,,LUWU UTARA,SULAWESI SELATAN,,417,./0.png
100.270852600368,-0.389375299629535,0,Pasar Malalak,558,Pasar Malalak,,0,,,,,,,AGAM,SUMATERA BARAT,,418,./0.png
121.209295000365,-3.0252360002404,0,Pasar Porehu,559,Pasar Porehu,kec.porehu,8,,,,,,,KOLAKA UTARA,SULAWESI TENGGARA,,419,./0.png
96.2440890001083,4.0610015002199,0,Pasar Ikan Langkak,560,Pasar Ikan Langkak,,0,,,,,,,NAGAN RAYA,ACEH,,420,./0.png
127.388315099663,0.793027700368896,0,Pasar Gamalam,562,Pasar Gamalam,,0,,,,,,,KOTA TERNATE,MALUKU UTARA,,421,./0.png
112.23933149965,-7.61817640021991,0,Cukir,563,Cukir,Jl raya Cukir,0,,,,,,,JOMBANG,JAWA TIMUR,,422,./0.png
110.37109639988,-7.2028893004001,0,Jimbaran,564,Jimbaran,Jimbaran,0,,,,,,,SEMARANG,JAWA TENGAH,,423,./0.png
109.62852760017,-6.8846671999305,0,Pasar Pekuncen,566,Pasar Pekuncen,,0,,,,,,,PEKALONGAN,JAWA TENGAH,,424,./0.png
115.48853279985,-8.68223849980615,0,Toyapakeh,567,Toyapakeh,Toyapakeh,1,Tidak Permanen,Tanah,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Ada,KLUNGKUNG,BALI,KAMPUNG TOYAPAKEH,425,./0.png
116.157997000063,-8.36311599990267,0,Tanjung Kecamatan Tanjung,568,Tanjung Kecamatan Tanjung,,0,,,,,,,LOMBOK UTARA,NUSA TENGGARA BARAT,,426,./0.png
119.629061700138,-4.00962210017894,0,Penjual Ikan Keliling (Kota Parepare-Sulawesi Selatan),569,Penjual Ikan Keliling (Kota Parepare-Sulawesi Selatan),,0,,,,,,,KOTA PARE PARE,SULAWESI SELATAN,,427,./0.png
111.762986999751,-7.55380540039812,0,Pasar Ds Pajaran Kec Saradan Kab Madiun,570,Pasar Ds Pajaran Kec Saradan Kab Madiun,,0,,,,,,,MADIUN,JAWA TIMUR,,428,./0.png
108.479464599813,-7.1506147001075,0,Pasar Kawunglarang,572,Pasar Kawunglarang,Kawunglarang,0,,,,,,,CIAMIS,JAWA BARAT,,429,./0.png
97.6146757003243,1.28046920029419,0,Pasar Nou Kota Gunungsitoli,573,Pasar Nou Kota Gunungsitoli,,0,,,,,,,NIAS UTARA,SUMATERA UTARA,,430,./0.png
112.74104700042,-7.03924099957169,0,Pasar Senanan,574,Pasar Senanan, Senanan,0,,,,,,,BANGKALAN,JAWA TIMUR,,431,./0.png
110.297742699867,-7.68082649964242,0,Gendol,575,Gendol,Sumberrejo,10,,,,,,,SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,,432,./0.png
106.354488800319,-6.49177260032445,0,Pasar Sajira,576,Pasar Sajira,KEC. SAJIRA,0,,,,,,,LEBAK,BANTEN,,433,./0.png
111.049393900409,-7.70026700042092,0,Belang,577,Belang,Belang,0,,,,,,,KARANGANYAR,JAWA TENGAH,,434,./0.png
122.637019400126,-5.40066430031641,0,"Pasar Lowu-Lowu (Kota Baubau, Prov. Sulawesi Tenggara)",579,"Pasar Lowu-Lowu (Kota Baubau, Prov. Sulawesi Tenggara)",,0,,,,,,,KOTA BAU BAU,SULAWESI TENGGARA,,435,./0.png
116.961694099704,-8.90373429999715,0,Jereweh,580,Jereweh,Jereweh,0,,,,,,,SUMBAWA BARAT,NUSA TENGGARA BARAT,,436,./0.png
107.852462999769,-6.69818840027364,0,Jingkang,582,Jingkang,"Desa Jingkang, Kecamatan Conggeang",5,,,,,,,SUMEDANG,JAWA BARAT,,437,./0.png
112.649389600251,-7.94024220041644,0,Kembar Jaya Seafood,584,Kembar Jaya Seafood,,0,,,,,,,MALANG,JAWA TIMUR,,438,./0.png
122.559990699712,0.636661200254991,0,Pasar Wonggahu,585,Pasar Wonggahu,,0,,,,,,,BOALEMO,GORONTALO,,439,./0.png
124.841952400184,1.49649109968533,0,Pasar Bersehati Dan Pasar Tuminting,586,Pasar Bersehati Dan Pasar Tuminting,,0,,,,,,,KOTA MANADO,SULAWESI UTARA,,440,./0.png
119.812913500059,-3.99399919990236,0,Pasar Amparita Sidenreng Rappang,587,Pasar Amparita Sidenreng Rappang,,0,,,,,,,SIDENRENG RAPPANG,SULAWESI SELATAN,,441,./0.png
121.359292099752,-2.52285410003589,0,Pasar Malindungi,589,Pasar Malindungi,"Nikkel, Kec.Nuha",15,,,,,,,LUWU TIMUR,SULAWESI SELATAN,,442,./0.png
109.090278000131,-7.16318540028522,0,Pasar Tradisional Bumijawa,590,Pasar Tradisional Bumijawa,,0,,,,,,,TEGAL,JAWA TENGAH,,443,./0.png
132.007843300329,-1.44137269988937,0,Pasar Ikan Teminabuan,592,Pasar Ikan Teminabuan,Sorong Selatan,0,,,,,,,SORONG SELATAN,PAPUA BARAT,,444,./0.png
106.069896300075,-6.82355930022072,0,Pasar Cihara,593,Pasar Cihara,KEC. CIHARA,0,,,,,,,LEBAK,BANTEN,,445,./0.png
120.366765799803,-5.53846249994359,0,Ppi Bira,596,Ppi Bira,,0,,,,,,,BULUKUMBA,SULAWESI SELATAN,,446,./0.png
109.145434200029,-6.86766810040172,0,Pedagang Ikan Basah Yang Berjualan Menetap Di Rumah Sendiri,597,Pedagang Ikan Basah Yang Berjualan Menetap Di Rumah Sendiri,,0,,,,,,,TEGAL,JAWA TENGAH,,447,./0.png
109.146242200418,-6.86486180013117,0,Pasar Anyar,205,Pasar Anyar,,0,,,,,,,SERANG,BANTEN,,448,./0.png
119.596303300158,-4.04001530026511,0,Lero,599,Lero,,0,,,,,,,PINRANG,SULAWESI SELATAN,,449,./0.png
124.504758399681,-9.18209560013105,0,Jalan Raya Wini,603,Jalan Raya Wini,,0,,,,,,,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR,,450,./0.png
108.712185799836,-7.44245229973302,0,Pasar Sidarahayu,604,Pasar Sidarahayu,Sidarahayu,0,,,,,,,CIAMIS,JAWA BARAT,,451,./0.png
99.8010714004258,2.95998460030989,0,Pasar Beringin,606,Pasar Beringin,Jl. Tamar,0,,,,,,,KOTA TANJUNG BALAI,SUMATERA UTARA,,452,./0.png
127.390252500154,0.794117999746732,0,Pasar Higienis (Kota Ternate Provinsi Maluku Utara),607,Pasar Higienis (Kota Ternate Provinsi Maluku Utara),,0,,,,,,,MUKO MUKO,BENGKULU,,453,./0.png
124.933889500301,1.25642969967174,0,Pasar Touliang Oki,608,Pasar Touliang Oki,,0,,,,,,,MINAHASA,SULAWESI UTARA,,454,./0.png
116.100489400367,-8.59708080043777,0,Lainnya ( Kota Mataram ),610,Lainnya ( Kota Mataram ),,0,,,,,,,KOTA MATARAM,NUSA TENGGARA BARAT,,455,./0.png
101.453823700305,0.539711100088027,0,Pasar Lima Puluh,613,Pasar Lima Puluh,,0,,,,,,,KOTA PEKANBARU,RIAU,,456,./0.png
110.642219799705,-6.89322660002676,0,Bintoro,614,Bintoro,Bintoro,0,,,,,,,DEMAK,JAWA TENGAH,,457,./0.png
104.680726400304,-2.91512409979657,0,Pasar Alang-Alang Lebar,616,Pasar Alang-Alang Lebar,,0,,,,,,,KOTA PALEMBANG,SUMATERA SELATAN,,458,./0.png
100.477139999612,1.41531000005727,0,Pasar Tanjung Medan Dusun 1,617,Pasar Tanjung Medan Dusun 1,Pujud,0,,,,,,,ROKAN HILIR,RIAU,,459,./0.png
115.101955299998,-8.21698089964798,0,Pasar Banyuamala,618,Pasar Banyuamala,,0,,,,,,,BULELENG,BALI,,460,./0.png
110.012066399646,-6.96996689955199,0,Pasar Plelen-Gringsing Kab.Batang,619,Pasar Plelen-Gringsing Kab.Batang,,0,,,,,,,BATANG,JAWA TENGAH,,461,./0.png
107.386114799859,-7.49917900010996,0,Jayanti,620,Jayanti,,0,,,,,,,CIANJUR,JAWA BARAT,,462,./0.png
124.6160523996,1.24532079981589,0,"Pasar Tumpaan (Kab. Minahasa Selatan, Sulawesi Utara",622,"Pasar Tumpaan (Kab. Minahasa Selatan, Sulawesi Utara",,0,,,,,,,MINAHASA SELATAN,SULAWESI UTARA,,463,./0.png
131.263344800123,-0.883866600362524,0,Tpi Jembatan Puri,627,Tpi Jembatan Puri,,0,,,,,,,KOTA SORONG,PAPUA BARAT,,464,./0.png
124.542775200416,-8.22310289957835,0,"Pasar Kadelang""",628,"Pasar Kadelang""",,0,,,,,,,ALOR,NUSA TENGGARA TIMUR,,465,./0.png
109.245546699622,-7.41069039984126,0,Pasar Purwanegara,629,Pasar Purwanegara,Jl. Brigjend Encung Purwokerto,1,,,,,,,BANYUMAS,JAWA TENGAH,,466,./0.png
111.978845299872,-7.76376980013538,0,Pasar Gringging,632,Pasar Gringging,desa grogol,8,Permanen,Semi Permanen,Tidak Ada,Cukup,Tidak Ada,Tidak Ada,KEDIRI,JAWA TIMUR,GROGOL,467,./0.png
106.946943300094,-6.94177510043971,0,Jl. Parahita Nugraha Kota Sukabumi Jawa Barat,633,Jl. Parahita Nugraha Kota Sukabumi Jawa Barat,,0,,,,,,,KOTA SUKABUMI,JAWA BARAT,,468,./0.png
121.099338800446,0.465134500157887,0,Pasar Taopa,635,Pasar Taopa,Taopa Kec.Taopa Kab. Parimo,0,,,,,,,PARIGI MOUTONG,SULAWESI TENGAH,,469,./0.png
106.887260899572,-6.21163999998521,0,Pasar Cipinang Kebembem,636,Pasar Cipinang Kebembem,Raya Cipinang Kebembem Pulo Gadung,0,,,,,,,KOTA ADM. JAKARTA TIMUR,DKI JAKARTA,,470,./0.png
99.7992088999718,2.95661330006459,0,Pasar Bahagia,637,Pasar Bahagia,Jl. Bahagia,0,,,,,,,KOTA TANJUNG BALAI,SUMATERA UTARA,,471,./0.png
100.125789000063,-0.640819300069836,0,Tpi Karan Aur Kota Pariaman Sumatera Barat,638,Tpi Karan Aur Kota Pariaman Sumatera Barat,,0,,,,,,,KOTA MEDAN,SUMATERA UTARA,,472,./0.png
124.633103700277,1.25346519966007,0,Pasar Berdikari Tumpaan,640,Pasar Berdikari Tumpaan,Desa Tumpaan Baru,27,Tidak Permanen,Tanah,Kurang,Kurang,Cukup,"Ada, Tidak Lancar",MINAHASA SELATAN,SULAWESI UTARA,,473,./0.png
110.707665799638,-6.69299990022444,0,Pasar Pecangaan,641,Pasar Pecangaan,"Jl. Raya Jepara - Kudus, Pecangaan",0,,,,,,,JEPARA,JAWA TENGAH,,474,./0.png
113.250379999938,-7.19858999962798,0,Pasar Rung Tengah,642,Pasar Rung Tengah,Jl. Trunojoyo,0,,,,,,,SAMPANG,JAWA TIMUR,,475,./0.png
115.242611000099,-8.67729700035545,0,Pasar Renon,643,Pasar Renon,,0,,,,,,,KOTA DENPASAR,BALI,,476,./0.png
95.5824426999716,4.63919630016994,0,Pasar Ikan Calang,644,Pasar Ikan Calang,,0,,,,,,,ACEH JAYA,ACEH,,477,./0.png
122.572209200196,-3.97105980036866,0,Pasara Pelelangan Ikan Kota Madya Kendari Sulawesi Tenggara,645,Pasara Pelelangan Ikan Kota Madya Kendari Sulawesi Tenggara,,0,,,,,,,KONAWE,SULAWESI TENGGARA,,478,./0.png
98.7427478999966,1.78308570034562,0,Pinggir Jalan Jembatan Poriaha,647,Pinggir Jalan Jembatan Poriaha,,0,,,,,,,TAPANULI TENGAH,SUMATERA UTARA,,479,./0.png
109.994939500159,-1.72137280041358,0,Pantai Tanjung Belandang - Ketapang,648,Pantai Tanjung Belandang - Ketapang,,0,,,,,,,KETAPANG,KALIMANTAN BARAT,,480,./0.png
98.6809437001926,2.87637009980108,0,Pasar Harang Gaol,649,Pasar Harang Gaol,Desa Harang Gaol,0,,,,,,,SIMALUNGUN,SUMATERA UTARA,,481,./0.png
101.837512700052,-3.36266520043785,0,Pasar D1 Ketahun,651,Pasar D1 Ketahun,,0,,,,,,,BENGKULU UTARA,BENGKULU,,482,./0.png
111.443984300336,-6.67793239965971,0,Desa Dasun,652,Desa Dasun,,0,,,,,,,REMBANG,JAWA TENGAH,,483,./0.png
116.401521399694,-8.82982060023971,0,Pene,653,Pene,Jerowaru,0,,,,,,,LOMBOK TIMUR,NUSA TENGGARA BARAT,,484,./0.png
109.095665899663,-6.88037540040358,0,Sd Margadana 4 Kel. Margadana,655,Sd Margadana 4 Kel. Margadana,,0,,,,,,,KOTA TEGAL,JAWA TENGAH,,485,./0.png
108.990809999683,0.90724039962555,0,Pedagang Ikan Keliling,871,Pedagang Ikan Keliling,,0,,,,,,,GRESIK,JAWA TIMUR,,486,./0.png
104.648372599917,-4.10970169987274,0,Pasar Bk 10 Gumawang Belitang Sumatera Selatan,657,Pasar Bk 10 Gumawang Belitang Sumatera Selatan,,0,,,,,,,OGAN KOMERING ULU,SUMATERA SELATAN,,487,./0.png
121.136499600377,-8.89859109969871,0,Pasar Kezewea,658,Pasar Kezewea,,0,,,,,,,NGADA,NUSA TENGGARA TIMUR,,488,./0.png
