X,Y,oid_,name,field1,nama,alamat,jumlah_ped,jenis_bang,kondisi_la,ketersedia,ketersed_1,ketersed_2,drainase,kabupaten_,provinsi,nama_desa,objectid,icon_url
108.358986199754,-7.33244100015122,0,A,0,A,,0,,,,,,,CIAMIS,JAWA BARAT,,1,./0.png
106.801871999794,-6.24442300002062,0,Pasar Melawai Blok M,1,Pasar Melawai Blok M,Jl. Melawai V Kebayoran Baru,0,,,,,,,KOTA ADM. JAKARTA SELATAN,DKI JAKARTA,,2,./0.png
122.521312499773,-3.98161569990384,0,Pasar Grosir Kendari,3,Pasar Grosir Kendari,,0,,,,,,,KOTA KENDARI,SULAWESI TENGGARA,,3,./0.png
109.081544399555,-7.60781320021823,0,Pasar Jagang,5,Pasar Jagang,Ciwuni,7,,,,,,,CILACAP,JAWA TENGAH,,4,./0.png
101.368637600346,-2.00438410004534,0,Pasar Semurup,5310,Pasar Semurup,Semurup Kec.Air Hangat,36,,,,,,,KERINCI,JAMBI,,5,./0.png
121.032076599856,-3.66771839958363,0,Ranteangin,10,Ranteangin,Ranteangin,0,,,,,,,KOLAKA UTARA,SULAWESI TENGGARA,,6,./0.png
109.972782400189,-7.76151929977505,0,Pasar Senin,11,Pasar Senin,"Banyuurip, Purworejo",2,,,,,,,PURWOREJO,JAWA TENGAH,,7,./0.png
108.526472299858,-6.71529510008799,0,Pasar Kapuk Kedawung,12,Pasar Kapuk Kedawung,Jl. Raya kedawung,0,,,,,,,CIREBON,JAWA BARAT,,8,./0.png
122.728888300156,-4.85723669981303,0,Bahari 1,13,Bahari 1,,0,,,,,,,MUNA,SULAWESI TENGGARA,,9,./0.png
108.025276100013,-7.73474510020543,0,Pasar Desa Cipatujah,14,Pasar Desa Cipatujah,Cipatujah,0,,,,,,,TASIKMALAYA,JAWA BARAT,,10,./0.png
119.423736499941,-5.18373490044451,0,"Tamalate, Makassar",18,"Tamalate, Makassar",,0,,,,,,,KOTA MAKASSAR,SULAWESI SELATAN,,11,./0.png
112.540012200404,-7.6710328996478,0,Pasar Pacet,19,Pasar Pacet,Pacet,0,,,,,,,MOJOKERTO,JAWA TIMUR,,12,./0.png
115.283103000404,-8.59645990040326,0,Pasar Umum Sukawati,20,Pasar Umum Sukawati,Jl.Raya Sukawati,5,,,,,,,GIANYAR,BALI,,13,./0.png
102.722001400245,-1.54200949973779,0,Pasar Sungai Bengkal,21,Pasar Sungai Bengkal,Jl. Lintas Sungai Bengkal- Jambi Desa Sungai Bengkal,12,Permanen,Semi Permanen,Cukup,Cukup,Cukup,"Ada, Tidak Lancar",TEBO,JAMBI,,14,./0.png
123.039505799954,0.699288699714543,0,Pasar Tuladenggi,22,Pasar Tuladenggi,"Desa Tuladenggi, Kec.Telaga Biru",0,,,,,,,GORONTALO,GORONTALO,,15,./0.png
114.620628199833,-3.32007609983134,0,Kelurahan Pengambangan,23,Kelurahan Pengambangan,,0,,,,,,,KOTA BANJARMASIN,KALIMANTAN SELATAN,,16,./0.png
111.447445799885,-7.56222680042572,0,Pasar Mangge,24,Pasar Mangge,Mangge,0,,,,,,,MAGETAN,JAWA TIMUR,,17,./0.png
106.006076299583,-5.93189450023021,0,Pasar Merak,25,Pasar Merak,KEC.MERAL,0,,,,,,,KOTA CILEGON,BANTEN,,18,./0.png
101.328924400342,-2.74591200013788,0,Pasar Bantal,26,Pasar Bantal,,0,,,,,,,MUKO MUKO,BENGKULU,,19,./0.png
119.797646299638,-3.92555940004547,0,Sentral Pangkajene,27,Sentral Pangkajene,Pangkajene,0,,,,,,,SIDENRENG RAPPANG,SULAWESI SELATAN,,20,./0.png
106.792819799995,-6.2484995998758,0,Jl Pasar Inpres Radio Dalam,28,Jl Pasar Inpres Radio Dalam,,0,,,,,,,KOTA ADM. JAKARTA SELATAN,DKI JAKARTA,,21,./0.png
106.764747500098,-7.14087299998818,0,Lengkong,29,Lengkong,Neglasari,5,,,,,,,SUKABUMI,JAWA BARAT,,22,./0.png
111.200576299957,-6.73313550010243,0,Pasar Bulumulyo,30,Pasar Bulumulyo,,0,,,,,,,PATI,JAWA TENGAH,,23,./0.png
116.071342200183,-8.57350650022403,0,Pantai Bangsal 2,31,Pantai Bangsal 2,,0,,,,,,,KOTA MATARAM,NUSA TENGGARA BARAT,,24,./0.png
102.292316499808,-3.75994050025309,0,Pasar Kaget (Pasar Bengkulu-Kota Bengkulu),32,Pasar Kaget (Pasar Bengkulu-Kota Bengkulu),,0,,,,,,,KOTA BENGKULU,BENGKULU,,25,./0.png
124.889635699729,-9.10780139991385,0,Pasar Baru Atambua,33,Pasar Baru Atambua,,0,,,,,,,BELU,NUSA TENGGARA TIMUR,,26,./0.png
112.683562999834,-8.0947250003577,0,Pasar Bululawang,34,Pasar Bululawang,Pringu,0,,,,,,,MALANG,JAWA TIMUR,,27,./0.png
102.101069300409,1.47450999973751,0,Pasar Terubuk,36,Pasar Terubuk,,0,,,,,,,BENGKALIS,RIAU,,28,./0.png
127.377264599982,0.767848899907619,0,Pelabuhan Perikanan Nusantara,37,Pelabuhan Perikanan Nusantara,Jln Pasar Inpres Bastiong  Ternate Selatan,80,Permanen,Permanen,Cukup,Cukup,Cukup,"Ada, Lancar",KOTA TERNATE,MALUKU UTARA,,29,./0.png
120.268579899844,0.95156619992099,0,Desa Ogotua,39,Desa Ogotua,,0,,,,,,,TOLI TOLI,SULAWESI TENGAH,,30,./0.png
95.3233212996393,5.58234650039151,0,Lampulo,40,Lampulo,,0,,,,,,,ACEH BESAR,ACEH,,31,./0.png
114.850491300434,-3.44437320026219,0,Pondokan Dahlia,41,Pondokan Dahlia,,0,,,,,,,KOTA BANJARBARU,KALIMANTAN SELATAN,,32,./0.png
110.898550600131,-6.82989120011797,0,Pasar Brayung,42,Pasar Brayung,Ds. Mejobo kec. Mejobo,0,,,,,,,KUDUS,JAWA TENGAH,,33,./0.png
124.474749499691,1.03804470030349,0,Pasar Motoling Kabupaten Minahasa Selatan- Sulawesi Utara,43,Pasar Motoling Kabupaten Minahasa Selatan- Sulawesi Utara,,0,,,,,,,MINAHASA SELATAN,SULAWESI UTARA,,34,./0.png
119.541929600372,-4.81702529967703,0,Pasar Bungoro,44,Pasar Bungoro,Sambung Jawa,0,Permanen,Semi Permanen,Cukup,Cukup,Kurang,Tidak Ada,PANGKAJENE KEPULAUAN,SULAWESI SELATAN,SAMALEWA,35,./0.png
108.559674099781,-6.69809870009414,0,Kel. Kesenden Kec. Kejaksan Kota Cirebon,45,Kel. Kesenden Kec. Kejaksan Kota Cirebon,,0,,,,,,,KOTA CIREBON,JAWA BARAT,,36,./0.png
108.178445500361,-6.93707239977061,0,Jatinunggal,46,Jatinunggal,"Desa Jatinunggal, Kecamatan Jatinunggal",5,,,,,,,SUMEDANG,JAWA BARAT,,37,./0.png
104.171685300038,-4.12015770001705,0,Vercha Aquarium,47,Vercha Aquarium,,0,,,,,,,OGAN KOMERING ULU,SUMATERA SELATAN,,38,./0.png
124.822467900075,1.45908199963537,0,Pasar Bahu Kota Manado,48,Pasar Bahu Kota Manado,,0,,,,,,,KOTA MANADO,SULAWESI UTARA,,39,./0.png
106.824679000237,-6.30448030002503,0,"Taman Anggrek Ragunan, Pasar Minggu, Jaksel",50,"Taman Anggrek Ragunan, Pasar Minggu, Jaksel",,0,,,,,,,KOTA ADM. JAKARTA SELATAN,DKI JAKARTA,,40,./0.png
122.646391999592,-4.17127699973292,0,Pasar Moramo,51,Pasar Moramo,Ds moramo,20,,,,,,,KONAWE SELATAN,SULAWESI TENGGARA,,41,./0.png
122.321805200051,-4.24472750007328,0,Pasar Wonua Raya,53,Pasar Wonua Raya,Ds.wonua raya,12,,,,,,,KONAWE SELATAN,SULAWESI TENGGARA,,42,./0.png
110.876913900058,-7.69766869984983,0,Pasar Mulur,55,Pasar Mulur,DESA MULUR KECAMATAN BENDOSARI,4,Permanen,Permanen,Kurang,Cukup,Cukup,"Ada, Tidak Lancar",SUKOHARJO,JAWA TENGAH,,43,./0.png
102.442020000224,-1.48819679974167,0,Pasar Muara Tebo,56,Pasar Muara Tebo,Jl. Imam bonjol kelurahan Muara Tebo Kecamatan Tebo Tengah,12,Permanen,Permanen,Cukup,Cukup,Cukup,"Ada, Tidak Lancar",TEBO,JAMBI,,44,./0.png
114.990248200095,-8.18361620012672,0,Temukus Seririt,57,Temukus Seririt,,0,,,,,,,BULELENG,BALI,,45,./0.png
114.589872699766,-3.3056661997345,0,Pasar Lama 5,58,Pasar Lama 5,,0,,,,,,,KOTA BANJARMASIN,KALIMANTAN SELATAN,,46,./0.png
117.216573399744,3.04421499972329,0,Pasar Rejoagung Karang Agung,60,Pasar Rejoagung Karang Agung,,0,,,,,,,BULUNGAN,KALIMANTAN UTARA,,47,./0.png
114.668679299611,-3.40562880032803,0,Pasar Kindai Limpuar,61,Pasar Kindai Limpuar,Gambut,0,,,,,,,BANJAR,KALIMANTAN SELATAN,,48,./0.png
114.292542399913,-8.43396690015152,0,Tapanrejo,63,Tapanrejo,Tapanrejo,0,,,,,,,BANYUWANGI,JAWA TIMUR,,49,./0.png
107.974298699826,-6.84647089991131,0,Pasar Ganeas,66,Pasar Ganeas,,0,,,,,,,SUMEDANG,JAWA BARAT,,50,./0.png
110.41241190039,-7.80266879982446,0,Bantengan,67,Bantengan,"Desa Banguntapan, Baguntapan",5,,,,,,,BANTUL,DAERAH ISTIMEWA YOGYAKARTA,,51,./0.png
104.74714189998,-3.01353560008704,0,Pasar Tangga Buntung,68,Pasar Tangga Buntung,Jl.P.S.I Lautan Kel.36 Ilir,26,,,,,,,KOTA PALEMBANG,SUMATERA SELATAN,,52,./0.png
111.578235400245,-8.30318199964876,0,Pasar Munjungan,69,Pasar Munjungan,Munjungan,0,,,,,,,TRENGGALEK,JAWA TIMUR,,53,./0.png
110.621361700283,-7.64850639954989,0,Karang Anom,70,Karang Anom,Karang Anom,0,,,,,,,KLATEN,JAWA TENGAH,,54,./0.png
115.211913800383,-2.46901219995226,0,Pasar Samping Masjid Alabio,71,Pasar Samping Masjid Alabio,kec.sungai pandan,0,,,,,,,HULU SUNGAI UTARA,KALIMANTAN SELATAN,,55,./0.png
100.117867700435,-0.626729599990256,0,Pasar Kota Pariaman,72,Pasar Kota Pariaman,,0,,,,,,,KOTA PARIAMAN,SUMATERA BARAT,,56,./0.png
116.059120499912,0.408705800033488,0,Pasar Tabang,73,Pasar Tabang,Desa Tabang,0,,,,,,,KUTAI KARTANEGARA,KALIMANTAN TIMUR,,57,./0.png
119.942563000183,-5.54182700041491,0,Pasar Sentral Bantaeng,75,Pasar Sentral Bantaeng,"Jl. Monginsidi, Kec. Bontosunggu",11,,,,,,,BANTAENG,SULAWESI SELATAN,,58,./0.png
105.322710800064,-5.47231629955678,0,Pasar Panjang,76,Pasar Panjang,Jl Yos Sudarso Panjang,0,,,,,,,KOTA BANDAR LAMPUNG,LAMPUNG,,59,./0.png
109.677164399618,-6.90508999960298,0,Pasar Grogolan Kota Pekalongan Jawa Tengah,77,Pasar Grogolan Kota Pekalongan Jawa Tengah,,0,,,,,,,KOTA PEKALONGAN,JAWA TENGAH,,60,./0.png
123.500995800117,-1.59598050019912,0,Pasar Baru Kabupaten Banggai Laut,79,Pasar Baru Kabupaten Banggai Laut,,0,,,,,,,BANGGAI,SULAWESI TENGAH,,61,./0.png
111.767428200052,-6.95842470003907,0,Lajulor,80,Lajulor,Lajulor,0,,,,,,,TUBAN,JAWA TIMUR,,62,./0.png
107.125518300031,-6.93815159971575,0,Pasar Cibeber,81,Pasar Cibeber,Jl. Raya Cibeber,36,,,,,,,CIANJUR,JAWA BARAT,,63,./0.png
111.626427299681,-2.67687099989593,0,Dijual Secara Keliling Di Sekitar Kampung,83,Dijual Secara Keliling Di Sekitar Kampung,,0,,,,,,,KOTAWARINGIN BARAT,KALIMANTAN TENGAH,,64,./0.png
119.484096099856,-3.75755509978723,0,Pasar Pantai Mattirotasi (Wisata Pantai ),84,Pasar Pantai Mattirotasi (Wisata Pantai ),,0,,,,,,,PINRANG,SULAWESI SELATAN,,65,./0.png
125.192806199648,1.45538540021687,0,Pasar Unyil Pateten,85,Pasar Unyil Pateten,,0,,,,,,,KOTA BITUNG,SULAWESI UTARA,,66,./0.png
110.596068800136,-7.71018700012917,0,Pasar Klaten,86,Pasar Klaten,,0,,,,,,,KLATEN,JAWA TENGAH,,67,./0.png
115.458547499868,-2.02792550036071,0,Pasar Mahe,87,Pasar Mahe,"desa mahe pasar, kec.haruai",0,,,,,,,TABALONG,KALIMANTAN SELATAN,,68,./0.png
120.64299909983,-8.67685749987294,0,Borong,90,Borong,,0,,,,,,,MANGGARAI TIMUR,NUSA TENGGARA TIMUR,,69,./0.png
118.802175999724,-8.70579420024137,0,Pasar Rompo (Desa Rompo Kec. Langgudu Kab. Bima Ntb),91,Pasar Rompo (Desa Rompo Kec. Langgudu Kab. Bima Ntb),,0,,,,,,,BIMA,NUSA TENGGARA BARAT,,70,./0.png
110.180830699878,-7.31684920022963,0,Pasar Kliwon Temanggung ( Kab. Temanggung Jawa Tengah ),92,Pasar Kliwon Temanggung ( Kab. Temanggung Jawa Tengah ),,0,,,,,,,TEMANGGUNG,JAWA TENGAH,,71,./0.png
115.423005500305,-2.62420500025974,0,Pasar Pagat,93,Pasar Pagat,Kec.Batu Benawa,0,,,,,,,HULU SUNGAI TENGAH,KALIMANTAN SELATAN,,72,./0.png
101.445272799701,0.521177300293004,0,Sd N 42,94,Sd N 42,,0,,,,,,,KOTA PEKANBARU,RIAU,,73,./0.png
107.651058000128,-7.0584213004019,0,Pd. Pasar Anjasari,95,Pd. Pasar Anjasari,Desa Anjasari,7,,,,,,,BANDUNG,JAWA BARAT,,74,./0.png
112.619941000378,-7.99717100004079,0,Pasar Sukun,97,Pasar Sukun,Jl. S. Supriyadi,0,,,,,,,KOTA MALANG,JAWA TIMUR,,75,./0.png
104.536396900398,-5.03496399968805,0,Pura Jaya,98,Pura Jaya,Pura Jaya,0,,,,,,,LAMPUNG BARAT,LAMPUNG,,76,./0.png
113.751382699853,-8.02735559968039,0,Maesan,99,Maesan, Maesan,0,,,,,,,BONDOWOSO,JAWA TIMUR,,77,./0.png
103.608773800172,-1.59098979973862,0,Pasar Lopak,100,Pasar Lopak,Sultan Taha,0,,,,,,,KOTA JAMBI,JAMBI,,78,./0.png
113.68900299959,-7.73679799972712,0,Besuki,102,Besuki, Besuki,0,,,,,,,SITUBONDO,JAWA TIMUR,,79,./0.png
125.980531099632,-2.06971989975278,0,Pasar Bajo Kab Kep Sula Maluku Utara,103,Pasar Bajo Kab Kep Sula Maluku Utara,,0,,,,,,,KEPULAUAN SULA,MALUKU UTARA,,80,./0.png
119.485942499748,-3.50597749966107,0,Pasar Pajalele Kab. Pinrang,105,Pasar Pajalele Kab. Pinrang,,0,,,,,,,PINRANG,SULAWESI SELATAN,,81,./0.png
115.26904050032,-8.51848979956378,0,Pasar Peliatan,106,Pasar Peliatan,Jl. Ds Peliatan,0,,,,,,,GIANYAR,BALI,,82,./0.png
123.600981200323,-10.1790228997862,0,Pasar Inpres Naikoten I,107,Pasar Inpres Naikoten I,,0,,,,,,,KOTA KUPANG,NUSA TENGGARA TIMUR,,83,./0.png
108.389032099653,-7.21924249964081,0,Pasar Selacai,108,Pasar Selacai,Selacai,0,,,,,,,CIAMIS,JAWA BARAT,,84,./0.png
123.593793299622,-10.1602311996094,0,Oeba,109,Oeba,,0,,,,,,,KOTA KUPANG,NUSA TENGGARA TIMUR,,85,./0.png
133.733675800199,-3.64780469982622,0,Pasar Ikan Tanggaromi,112,Pasar Ikan Tanggaromi,Kaimana,0,,,,,,,KAIMANA,PAPUA BARAT,,86,./0.png
112.37848209977,-7.04167469992666,0,Pasar Putat,113,Pasar Putat,Putat,0,,,,,,,LAMONGAN,JAWA TIMUR,,87,./0.png
112.102027900169,-7.5873176004261,0,Pasar Kertosono,114,Pasar Kertosono,,0,,,,,,,NGANJUK,JAWA TIMUR,,88,./0.png
98.2997160000943,3.48211769997272,0,Pasar Besadi,115,Pasar Besadi,Desa Besadi,0,,,,,,,LANGKAT,SUMATERA UTARA,,89,./0.png
100.591002599991,-0.303284399854363,0,Pasar Situjuah Batuah,116,Pasar Situjuah Batuah,NAGARI SITUJUAH BATUAH,5,Tidak Permanen,Semi Permanen,Kurang,Tidak Ada,Tidak Ada,"Ada, Tidak Lancar",LIMA PULUH KOTA,SUMATERA BARAT,,90,./0.png
112.62148859962,-7.98358870015755,0,Pasar Kasin,118,Pasar Kasin,Jl.. Ir. Rais,0,,,,,,,KOTA MALANG,JAWA TIMUR,,91,./0.png
114.990248200095,-8.18361620012672,0,Desa Temukus Pedawa,121,Desa Temukus Pedawa,,0,,,,,,,BULELENG,BALI,,92,./0.png
107.587158700115,-6.91386470009502,0,Pasar Santosa,123,Pasar Santosa,Desa Santosa,4,,,,,,,BANDUNG,JAWA BARAT,,93,./0.png
114.641558200052,-3.34843660006823,0,Pasar Sungai Lulut  Kota Banjarmasin,124,Pasar Sungai Lulut  Kota Banjarmasin,,0,,,,,,,NGAWI,JAWA TIMUR,,94,./0.png
119.781054899665,-3.83618940031977,0,Pasar Sentral Baranti,125,Pasar Sentral Baranti,Baranti,0,,,,,,,SIDENRENG RAPPANG,SULAWESI SELATAN,,95,./0.png
111.635626599789,-8.02595679956585,0,Pasar Pahing Kec. Tugu,126,Pasar Pahing Kec. Tugu,,0,,,,,,,TRENGGALEK,JAWA TIMUR,,96,./0.png
109.657979100356,-6.96315690026995,0,Kedung Wuni,127,Kedung Wuni,Kedung wuni,0,,,,,,,PEKALONGAN,JAWA TENGAH,,97,./0.png
115.318104100025,-6.85954810006393,0,Pasar Kangayan,128,Pasar Kangayan,,0,,,,,,,SUMENEP,JAWA TIMUR,,98,./0.png
110.639812200374,-7.21127650010959,0,Pasar Repaking,129,Pasar Repaking,Kec. Wonosegoro,1,,,,,,,BOYOLALI,JAWA TENGAH,,99,./0.png
123.53260930018,-5.32147669998892,0,Pasar Togo,130,Pasar Togo,,0,,,,,,,WAKATOBI,SULAWESI TENGGARA,,100,./0.png
116.102329999631,-8.60279400004225,0,Pasar Pagesangan 3,131,Pasar Pagesangan 3,,0,,,,,,,KOTA MATARAM,NUSA TENGGARA BARAT,,101,./0.png
112.005839499694,-7.81484310042794,0,Pasar Bandar,134,Pasar Bandar,Jl KH Wahid Hasim,0,,,,,,,KOTA KEDIRI,JAWA TIMUR,,102,./0.png
108.173375200006,-7.76399860025441,0,Pasar Desa Cikalong,135,Pasar Desa Cikalong,Cikalong,0,,,,,,,TASIKMALAYA,JAWA BARAT,,103,./0.png
95.4790850003735,5.36635830039609,0,Keliling (Kab. Aceh Besar Aceh),137,Keliling (Kab. Aceh Besar Aceh),,0,,,,,,,ACEH BESAR,ACEH,,104,./0.png
103.208644199671,-0.227660800204944,0,Sungai Dusun,138,Sungai Dusun,,0,,,,,,,INDRAGIRI HILIR,RIAU,,105,./0.png
111.040574199641,-6.75636300015151,0,Pasar Rogowongso,139,Pasar Rogowongso,Ds. Rogowongso Kec. Pati,28,,,,,,,PATI,JAWA TENGAH,,106,./0.png
127.478566300096,-0.65869250015794,0,"Pasar Tembal, Bacan",140,"Pasar Tembal, Bacan",,0,,,,,,,HALMAHERA SELATAN,MALUKU UTARA,,107,./0.png
112.911955799721,-7.63906619984442,0,Pasar Besar,142,Pasar Besar,Jl.Sukarno Hatta,0,,,,,,,KOTA PASURUAN,JAWA TIMUR,,108,./0.png
116.486273199949,-8.77237609967648,0,Pasar Keruak,144,Pasar Keruak,"JLN. RAYA KERUAK, KECAMATAN KERUAK, KABUPATEN LOMBOK TIMUR",19,Permanen,Permanen,Cukup,Kurang,Cukup,"Ada, Tidak Lancar",LOMBOK TIMUR,NUSA TENGGARA BARAT,KERUAK,109,./0.png
126.791060800317,4.22803229965172,0,Pasar Beo,145,Pasar Beo,,0,,,,,,,KEPULAUAN TALAUD,SULAWESI UTARA,,110,./0.png
123.572214800074,-10.1651066996137,0,Pasar Ikan Nunhila Kelurahan Nunhila Kecamatan Alak Kota Kupang Ntt,146,Pasar Ikan Nunhila Kelurahan Nunhila Kecamatan Alak Kota Kupang Ntt,,0,,,,,,,KOTA KUPANG,NUSA TENGGARA TIMUR,,111,./0.png
112.097611100273,-7.12908229980746,0,Pasar Baureno Kabupaten Bojonegoro,147,Pasar Baureno Kabupaten Bojonegoro,,0,,,,,,,BOJONEGORO,JAWA TIMUR,,112,./0.png
107.956699399958,-6.34212249985268,0,Pasar Anjatan,148,Pasar Anjatan,Jl. Raya Anjatan,0,,,,,,,INDRAMAYU,JAWA BARAT,,113,./0.png
105.917575099812,-6.37550580005183,0,Pasar Menes,149,Pasar Menes,KEC. MENES,0,,,,,,,PANDEGLANG,BANTEN,,114,./0.png
121.833486799977,-8.6081787996111,0,Detukeli,151,Detukeli,"DESA DETUKELI, KEC DETUKELI, KAB ENDE",20,,,,,,,ENDE,NUSA TENGGARA TIMUR,,115,./0.png
100.198343100255,-0.689957100139225,0,Ulakan,153,Ulakan,Manggis,10,,,,,,,KARANGASEM,BALI,,116,./0.png
104.980211400237,-5.26616910012308,0,"Pasar Bandungbaru, Kec. Adiluwih, Kab. Pringsewu-Lampung",154,"Pasar Bandungbaru, Kec. Adiluwih, Kab. Pringsewu-Lampung",,0,,,,,,,PRINGSEWU,LAMPUNG,,117,./0.png
110.372359500392,-7.7812392001282,0,Terban,156,Terban,Jl.Simanjuntak No.21,1,,,,,,,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,,118,./0.png
100.960469600393,1.87236549986875,0,Pasar Bantayan,157,Pasar Bantayan,Batu Hampar,0,,,,,,,ROKAN HILIR,RIAU,,119,./0.png
98.3589903997881,3.13511520040697,0,Pasar Impres Tiganderket,158,Pasar Impres Tiganderket,Desa Tiganderket,0,,,,,,,KARO,SUMATERA UTARA,,120,./0.png
113.328993400226,-7.21285800019575,0,Pasar Camplong Kec. Camplong Kab. Sampang,159,Pasar Camplong Kec. Camplong Kab. Sampang,,0,,,,,,,SAMPANG,JAWA TIMUR,,121,./0.png
115.431891400169,-8.16690449964216,0,Desa Tembok Kecamatan Tejakula,161,Desa Tembok Kecamatan Tejakula,,0,,,,,,,BULELENG,BALI,,122,./0.png
109.545430799793,-7.55246200032025,0,Pasar Desa Sempor,163,Pasar Desa Sempor,,0,,,,,,,KEBUMEN,JAWA TENGAH,,123,./0.png
120.802229400168,-2.58460809968324,0,Pasar_Wotu,164,Pasar_Wotu,,0,,,,,,,LUWU TIMUR,SULAWESI SELATAN,,124,./0.png
95.3188124001732,5.56095489974967,0,Pasar Ikan Peunayong,165,Pasar Ikan Peunayong,"Peunayong, kec. Kuta Alam",0,,,,,,,KOTA BANDA ACEH,ACEH,,125,./0.png
110.509628299707,-7.04255570008468,0,Mranggen,167,Mranggen,Meranggen,0,,,,,,,DEMAK,JAWA TENGAH,,126,./0.png
109.137465300184,-7.6355944003605,0,Karangsari,169,Karangsari,Karangsari,7,,,,,,,CILACAP,JAWA TENGAH,,127,./0.png
115.215467100028,-8.66424190014277,0,Pt. Canning Indonesia,170,Pt. Canning Indonesia,,0,,,,,,,KOTA DENPASAR,BALI,,128,./0.png
120.005280099998,-5.4816950998482,0,Pasar Baroe,171,Pasar Baroe,"Kp.Kampala, Kec. Eremerasa",75,,,,,,,BANTAENG,SULAWESI SELATAN,,129,./0.png
109.67888210023,-6.91142229969859,0,Pasarr Ikan Hias Kuripan (Kota Pekalongan-Jawa Tengah),172,Pasarr Ikan Hias Kuripan (Kota Pekalongan-Jawa Tengah),,0,,,,,,,KOTA PEKALONGAN,JAWA TENGAH,,130,./0.png
116.188958700285,-8.88654769991564,0,Restaurant Dan Hotel,173,Restaurant Dan Hotel,,0,,,,,,,LOMBOK TENGAH,NUSA TENGGARA BARAT,,131,./0.png
119.642036700434,-3.79258469982324,0,Di Rumah,174,Di Rumah,,0,,,,,,,PINRANG,SULAWESI SELATAN,,132,./0.png
122.12550940004,-3.52717589984707,0,Pasar Andowia Konawe Utara,176,Pasar Andowia Konawe Utara,,0,,,,,,,KONAWE UTARA,SULAWESI TENGGARA,,133,./0.png
103.783955200273,-3.75205769970228,0,Pasar Tanjung Enim,177,Pasar Tanjung Enim,,0,,,,,,,MUARA ENIM,SUMATERA SELATAN,,134,./0.png
112.613062200261,-7.18469299998117,0,Pasar Kebomas,179,Pasar Kebomas,Kebomas,0,,,,,,,GRESIK,JAWA TIMUR,,135,./0.png
118.667313799693,-8.40759389983782,0,Punti,181,Punti,,0,,,,,,,BIMA,NUSA TENGGARA BARAT,,136,./0.png
117.428991599684,-8.50262420014593,0,Pasar Desa Lenangguar,183,Pasar Desa Lenangguar,,0,,,,,,,SUMBAWA,NUSA TENGGARA BARAT,,137,./0.png
112.457297899679,-6.8845551003368,0,Ppi Campurejo,184,Ppi Campurejo,Desa Campurejo - Kecamatan Panceng,22,Permanen,Permanen,Cukup,Cukup,Cukup,"Ada, Lancar",GRESIK,JAWA TIMUR,CAMPUREJO,138,./0.png
100.124116500277,-0.586280699693702,0,Pasar Cubadak Air,185,Pasar Cubadak Air,Jl. Cubadak Air,0,,,,,,,KOTA PARIAMAN,SUMATERA BARAT,,139,./0.png
123.059566900393,0.545717000240188,0,Pasar Gorontalo,186,Pasar Gorontalo,,0,,,,,,,GORONTALO UTARA,GORONTALO,,140,./0.png
107.348716300118,-6.80039030017139,0,Sarimukti,187,Sarimukti,,0,,,,,,,CIAMIS,JAWA BARAT,,141,./0.png
125.409370900148,2.73040049998389,0,Pasar Ampera,188,Pasar Ampera,,0,,,,,,,KEP. SIAU TAGULANDANG BIARO,SULAWESI UTARA,,142,./0.png
118.8778963997,-2.68683790014813,0,Pasar Baru-Mamuju,189,Pasar Baru-Mamuju,,0,,,,,,,MAMUJU,SULAWESI BARAT,,143,./0.png
116.905900099711,-1.25684869990675,0,Pasar Sepinggan B,191,Pasar Sepinggan B,,0,,,,,,,KOTA BALIKPAPAN,KALIMANTAN TIMUR,,144,./0.png
116.619958700035,3.81351279997659,0,Pasar Mansalong,192,Pasar Mansalong,"-",0,,,,,,,NUNUKAN,KALIMANTAN UTARA,,145,./0.png
111.518064399853,-7.64015349998323,0,Pasar Sleko,193,Pasar Sleko,Jl Turnojoyo,0,,,,,,,KOTA MADIUN,JAWA TIMUR,,146,./0.png
127.377503299839,0.767643699797702,0,Ppn Basting ( Maluku Utara ),194,Ppn Basting ( Maluku Utara ),,0,,,,,,,KOTA TERNATE,MALUKU UTARA,,147,./0.png
102.70635230002,1.01365879971468,0,Pasar Sungai Juling,195,Pasar Sungai Juling,,0,,,,,,,KEPULAUAN MERANTI,RIAU,,148,./0.png
109.765492399855,-7.7497633997603,0,Pasar Peneket,197,Pasar Peneket,Ds. Peneket Kec. Ambal,5,,,,,,,KEBUMEN,JAWA TENGAH,,149,./0.png
122.530708399774,-5.31379689980628,0,Pasar Lakudo,199,Pasar Lakudo,LAKUDO,0,Tidak Permanen,Tanah,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Ada,BUTON TENGAH,SULAWESI TENGGARA,LAKUDO,150,./0.png
116.200928399727,-8.33435419968578,0,Desa Gondang,200,Desa Gondang,,0,,,,,,,LOMBOK UTARA,NUSA TENGGARA BARAT,,151,./0.png
110.865567800415,-7.49609580038009,0,Pasar Panji Kabupaten Situbondo Kecamatan Curah Jeruh,201,Pasar Panji Kabupaten Situbondo Kecamatan Curah Jeruh,,0,,,,,,,KARANGANYAR,JAWA TENGAH,,152,./0.png
110.60199370015,-7.21890100008028,0,Boto,202,Boto,Boto,0,,,,,,,SEMARANG,JAWA TENGAH,,153,./0.png
